customer_id,signup_date,age,gender,city,education_level,employment_status,monthly_income,monthly_bill,internet_usage_gb,call_minutes,contract_type,support_tickets,customer_feedback,churn
10410,2020-02-14,27,Male,Rawalpindi,Bachelor,Student,18576.0,7565.0,5.9,66.0,Monthly,1,Customer support was helpful,1
10411,2020-02-15,45,Male,Peshawar,Master,Unemployed,23848.0,3689.0,21.1,187.0,Monthly,2,Frequent call drops in my area,1
10412,2020-02-16,37,Male,Karachi,Master,Unemployed,23942.0,4418.0,23.1,94.0,12-Month,3,Coverage is poor in my location,1
10413,2020-02-17,61,Female,Peshawar,Bachelor,Employed,27258.0,8107.0,13.7,230.0,6-Month,1,Coverage is poor in my location,0
10414,2020-02-18,68,Female,Karachi,Bachelor,Employed,29254.0,5449.0,31.4,147.0,Monthly,1,Coverage is poor in my location,0
10415,2020-02-19,38,Male,Sialkot,Secondary,Student,32721.0,11613.0,26.3,125.0,Monthly,1,Too expensive compared to competitors,1
10416,2020-02-20,20,Female,Peshawar,Bachelor,Employed,17181.0,4456.0,30.0,315.0,12-Month,1,Customer support was helpful,0
10417,2020-02-21,65,Male,Gujranwala,Bachelor,Unemployed,54650.0,6836.0,13.3,73.0,12-Month,2,Billing issues occurred multiple times,0
10418,2020-02-22,26,Male,Multan,Secondary,Unemployed,31142.0,4593.0,5.7,84.0,12-Month,1,Network quality is good overall,0
10419,2020-02-23,38,Male,Sialkot,Bachelor,Employed,51820.0,7797.0,16.3,357.0,Monthly,0,Happy with data packages,0
10420,2020-02-24,66,Female,Sialkot,Bachelor,Unemployed,9008.0,15515.0,1.9,94.0,Monthly,1,Frequent call drops in my area,1
10421,2020-02-25,28,Female,Gujranwala,Primary,Student,27118.0,23122.0,22.4,124.0,Monthly,3,Customer support was helpful,1
10422,2020-02-26,50,Male,Lahore,Bachelor,Self-Employed,11727.0,5518.0,12.3,255.0,Monthly,2,Too expensive compared to competitors,1
10423,2020-02-27,63,Male,Lahore,Bachelor,Employed,62976.0,2327.0,18.4,398.0,12-Month,1,Coverage is poor in my location,0
10424,2020-02-28,20,Female,Faisalabad,Bachelor,Student,18328.0,3665.0,21.2,74.0,12-Month,2,Service is unreliable during peak hours,0
10425,2020-02-29,40,Female,Sialkot,Secondary,Self-Employed,21852.0,3711.0,5.5,274.0,12-Month,2,Internet speed is very slow,0
10426,2020-03-01,21,Female,Multan,Secondary,Student,58906.0,3756.0,13.7,238.0,Monthly,2,Satisfied with the service,1
10427,2020-03-02,59,Female,Multan,Secondary,Student,5149.0,4065.0,1.7,250.0,Monthly,1,Service is unreliable during peak hours,1
10428,2020-03-03,46,Female,Karachi,Primary,Retired,78686.0,5427.0,17.5,78.0,Monthly,2,Network quality is good overall,1
10429,2020-03-04,33,Male,Hyderabad,Bachelor,Employed,33961.0,2508.0,9.3,204.0,12-Month,0,Billing issues occurred multiple times,0
10430,2020-03-05,63,Male,Multan,Bachelor,Student,23405.0,4935.0,12.4,212.0,6-Month,0,Coverage is poor in my location,0
10431,2020-03-06,56,Male,Hyderabad,PhD,Employed,48376.0,8058.0,13.2,176.0,6-Month,3,Billing issues occurred multiple times,1
10432,2020-03-07,27,Female,Rawalpindi,Bachelor,Self-Employed,41994.0,3333.0,16.2,96.0,6-Month,2,Network quality is good overall,0
10433,2020-03-08,59,Female,Lahore,Secondary,Employed,20765.0,5842.0,3.1,190.0,Monthly,1,Internet speed is very slow,1
10434,2020-03-09,59,Male,Gujranwala,Primary,Employed,53151.0,5555.0,32.0,76.0,Monthly,2,Satisfied with the service,1
10435,2020-03-10,54,Female,Sialkot,Bachelor,Employed,25564.0,9143.0,9.3,253.0,6-Month,1,Happy with data packages,0
10436,2020-03-11,58,Female,Peshawar,Primary,Employed,19004.0,7200.0,57.4,152.0,Monthly,1,Satisfied with the service,1
10437,2020-03-12,30,Female,Sialkot,Secondary,Student,39846.0,2253.0,23.5,310.0,Monthly,0,Too expensive compared to competitors,0
10438,2020-03-13,52,Male,Quetta,PhD,Employed,50291.0,4119.0,7.0,212.0,Monthly,2,Billing issues occurred multiple times,1
10439,2020-03-14,54,Female,Sialkot,Bachelor,Employed,14619.0,6767.0,28.7,141.0,6-Month,1,Service is unreliable during peak hours,0
10440,2020-03-15,40,Male,Quetta,Bachelor,Employed,20382.0,7579.0,21.9,116.0,6-Month,4,Network quality is good overall,1
10441,2020-03-16,23,Male,Quetta,Master,Employed,16215.0,4077.0,13.3,110.0,Monthly,0,Network quality is good overall,0
10442,2020-03-17,33,Female,Hyderabad,Secondary,Employed,17461.0,6154.0,13.2,206.0,12-Month,2,Happy with data packages,1
10443,2020-03-18,21,Male,Hyderabad,PhD,Employed,60441.0,6313.0,6.1,209.0,6-Month,0,Frequent call drops in my area,0
10444,2020-03-19,55,Male,Gujranwala,Bachelor,Self-Employed,20711.0,2676.0,16.8,127.0,Monthly,1,Customer support was helpful,0
10445,2020-03-20,68,Female,Lahore,Bachelor,Employed,21932.0,7619.0,26.3,292.0,Monthly,1,Billing issues occurred multiple times,1
10446,2020-03-21,40,Male,Lahore,Secondary,Employed,30120.0,3299.0,10.3,195.0,Monthly,0,Happy with data packages,0
10447,2020-03-22,64,Female,Karachi,Secondary,Employed,13897.0,8443.0,23.4,55.0,6-Month,2,Frequent call drops in my area,1
10448,2020-03-23,32,Female,Lahore,Secondary,Self-Employed,43300.0,1668.0,52.0,214.0,Monthly,2,Network quality is good overall,1
10449,2020-03-24,54,Male,Peshawar,Primary,Unemployed,51621.0,5460.0,30.0,203.0,6-Month,1,Coverage is poor in my location,0
10450,2020-03-25,37,Female,Quetta,Secondary,Self-Employed,34765.0,8036.0,10.8,164.0,Monthly,1,Customer support was helpful,0
10451,2020-03-26,68,Male,Karachi,Bachelor,Employed,21545.0,3601.0,43.9,141.0,6-Month,1,Service is unreliable during peak hours,0
10452,2020-03-27,62,Female,Peshawar,Bachelor,Self-Employed,12993.0,6390.0,17.6,166.0,12-Month,1,Too expensive compared to competitors,0
10453,2020-03-28,55,Female,Lahore,Secondary,Student,16412.0,7961.0,15.5,49.0,12-Month,2,Service is unreliable during peak hours,1
10454,2020-03-29,64,Male,Lahore,Bachelor,Self-Employed,31589.0,2233.0,2.8,261.0,6-Month,1,Service is unreliable during peak hours,0
10455,2020-03-30,41,Female,Karachi,Master,Employed,16650.0,16198.0,6.2,110.0,12-Month,3,Internet speed is very slow,1
10456,2020-03-31,23,Female,Gujranwala,Secondary,Self-Employed,56313.0,7584.0,9.8,203.0,Monthly,0,Network quality is good overall,0
10457,2020-04-01,42,Male,Sialkot,Secondary,Employed,21648.0,4885.0,5.4,159.0,Monthly,0,Network quality is good overall,0
10458,2020-04-02,29,Male,Karachi,Secondary,Student,184748.0,23304.0,13.2,44.0,6-Month,1,Billing issues occurred multiple times,0
10459,2020-04-03,44,Female,Rawalpindi,Bachelor,Retired,29260.0,4899.0,23.1,156.0,6-Month,2,Coverage is poor in my location,0
10460,2020-04-04,52,Male,Faisalabad,Master,Self-Employed,22501.0,4647.0,33.6,103.0,Monthly,0,Internet speed is very slow,0
10461,2020-04-05,34,Female,Quetta,Primary,Employed,10973.0,7647.0,22.2,208.0,12-Month,3,Happy with data packages,1
10462,2020-04-06,59,Male,Gujranwala,Bachelor,Student,45681.0,5451.0,24.9,87.0,Monthly,1,Happy with data packages,0
10463,2020-04-07,37,Male,Quetta,Bachelor,Self-Employed,45016.0,855.0,25.6,125.0,12-Month,0,Too expensive compared to competitors,0
10464,2020-04-08,52,Female,Quetta,Secondary,Employed,16541.0,15901.0,13.9,151.0,6-Month,3,Service is unreliable during peak hours,1
10465,2020-04-09,68,Male,Lahore,Primary,Employed,13339.0,3029.0,43.1,128.0,Monthly,0,Too expensive compared to competitors,0
10466,2020-04-10,28,Female,Sialkot,Master,Self-Employed,17461.0,5768.0,19.5,146.0,12-Month,2,Happy with data packages,0
10467,2020-04-11,22,Female,Karachi,Master,Employed,21558.0,3604.0,13.6,349.0,12-Month,0,Satisfied with the service,0
10468,2020-04-12,21,Female,Rawalpindi,Primary,Unemployed,46752.0,4135.0,8.5,53.0,Monthly,0,Service is unreliable during peak hours,0
10469,2020-04-13,22,Male,Multan,Bachelor,Employed,44882.0,2166.0,34.6,312.0,Monthly,2,Coverage is poor in my location,1
10470,2020-04-14,58,Male,Quetta,Master,Self-Employed,33349.0,4816.0,29.0,63.0,6-Month,0,Frequent call drops in my area,0
10471,2020-04-15,25,Male,Hyderabad,Bachelor,Employed,8036.0,3401.0,5.9,49.0,Monthly,3,Internet speed is very slow,1
10472,2020-04-16,60,Female,Hyderabad,Master,Employed,37964.0,1189.0,15.8,279.0,6-Month,1,Happy with data packages,0
10473,2020-04-17,66,Male,Peshawar,Bachelor,Self-Employed,16555.0,2049.0,32.4,228.0,Monthly,3,Frequent call drops in my area,1
10474,2020-04-18,20,Male,Karachi,Bachelor,Self-Employed,13173.0,3835.0,33.4,362.0,Monthly,0,Billing issues occurred multiple times,0
10475,2020-04-19,57,Male,Hyderabad,Master,Unemployed,42307.0,8852.0,21.6,482.0,Monthly,1,Satisfied with the service,0
10476,2020-04-20,28,Female,Multan,Secondary,Student,72459.0,2925.0,19.6,34.0,Monthly,0,Service is unreliable during peak hours,0
10477,2020-04-21,26,Male,Gujranwala,Secondary,Self-Employed,19781.0,7727.0,17.3,678.0,6-Month,1,Internet speed is very slow,0
10478,2020-04-22,47,Male,Rawalpindi,Secondary,Employed,15793.0,1551.0,38.1,128.0,12-Month,2,Internet speed is very slow,0
10479,2020-04-23,22,Male,Lahore,Master,Employed,27984.0,18451.0,35.1,219.0,Monthly,2,Too expensive compared to competitors,1
10480,2020-04-24,18,Male,Lahore,Master,Student,60979.0,5214.0,16.2,303.0,12-Month,2,Service is unreliable during peak hours,0
10481,2020-04-25,67,Male,Quetta,Secondary,Employed,22517.0,2333.0,3.0,181.0,Monthly,2,Coverage is poor in my location,1
10482,2020-04-26,41,Male,Faisalabad,Secondary,Employed,49145.0,6473.0,5.5,74.0,12-Month,0,Network quality is good overall,0
10483,2020-04-27,38,Male,Faisalabad,Master,Employed,71403.0,5830.0,9.7,98.0,Monthly,0,Internet speed is very slow,0
10484,2020-04-28,47,Male,Sialkot,Bachelor,Employed,15666.0,2808.0,19.8,232.0,Monthly,3,Coverage is poor in my location,1
10485,2020-04-29,49,Female,Hyderabad,Primary,Student,45173.0,25851.0,26.5,69.0,Monthly,0,Internet speed is very slow,0
10486,2020-04-30,66,Female,Rawalpindi,Bachelor,Employed,62764.0,13558.0,17.7,173.0,6-Month,2,Service is unreliable during peak hours,0
10487,2020-05-01,67,Male,Islamabad,Bachelor,Unemployed,45047.0,2639.0,10.6,168.0,Monthly,0,Service is unreliable during peak hours,0
10488,2020-05-02,66,Male,Karachi,Secondary,Employed,17474.0,5233.0,16.0,78.0,Monthly,0,Coverage is poor in my location,0
10489,2020-05-03,60,Male,Sialkot,Primary,Unemployed,31635.0,9715.0,5.8,262.0,12-Month,2,Satisfied with the service,0
10490,2020-05-04,40,Female,Karachi,Secondary,Student,32202.0,7417.0,20.1,132.0,Monthly,0,Too expensive compared to competitors,0
10491,2020-05-05,48,Male,Multan,Primary,Student,59797.0,16086.0,39.7,219.0,Monthly,0,Internet speed is very slow,0
10492,2020-05-06,68,Female,Karachi,Secondary,Employed,43278.0,24522.0,12.5,127.0,6-Month,0,Too expensive compared to competitors,0
10493,2020-05-07,18,Female,Gujranwala,Bachelor,Employed,69843.0,8673.0,11.3,198.0,12-Month,1,Frequent call drops in my area,0
10494,2020-05-08,52,Female,Islamabad,PhD,Self-Employed,41971.0,3502.0,31.1,95.0,Monthly,1,Service is unreliable during peak hours,0
10495,2020-05-09,38,Male,Quetta,Bachelor,Employed,21102.0,4971.0,19.9,141.0,6-Month,1,Internet speed is very slow,0
10496,2020-05-10,33,Male,Sialkot,Secondary,Employed,14515.0,4133.0,19.2,67.0,6-Month,1,Internet speed is very slow,0
10497,2020-05-11,38,Female,Faisalabad,Bachelor,Employed,29577.0,8418.0,15.3,207.0,6-Month,1,Billing issues occurred multiple times,0
10498,2020-05-12,35,Female,Multan,Primary,Employed,20053.0,14080.0,45.1,71.0,12-Month,3,Internet speed is very slow,1
10499,2020-05-13,28,Female,Quetta,Primary,Employed,66126.0,4093.0,22.4,90.0,6-Month,0,Coverage is poor in my location,0
10500,2020-05-14,18,Male,Hyderabad,Secondary,Retired,30513.0,1863.0,5.9,274.0,Monthly,1,Customer support was helpful,0
10501,2020-05-15,18,Male,Rawalpindi,Secondary,Employed,17732.0,9772.0,19.5,137.0,Monthly,0,Billing issues occurred multiple times,0
10502,2020-05-16,52,Male,Islamabad,Secondary,Employed,42526.0,4427.0,12.6,199.0,6-Month,3,Satisfied with the service,1
10503,2020-05-17,53,Male,Gujranwala,PhD,Employed,24969.0,2678.0,17.6,259.0,Monthly,1,Network quality is good overall,0
10504,2020-05-18,46,Male,Peshawar,Master,Self-Employed,24007.0,6497.0,28.0,111.0,6-Month,0,Satisfied with the service,0
10505,2020-05-19,59,Female,Islamabad,Secondary,Unemployed,26430.0,9970.0,47.1,464.0,Monthly,0,Coverage is poor in my location,0
10506,2020-05-20,53,Male,Karachi,Primary,Employed,30432.0,5985.0,23.5,235.0,Monthly,0,Customer support was helpful,0
10507,2020-05-21,39,Male,Lahore,Secondary,Employed,31293.0,3664.0,23.5,79.0,Monthly,1,Coverage is poor in my location,0
10508,2020-05-22,56,Female,Sialkot,Secondary,Employed,9284.0,29750.0,31.0,101.0,Monthly,0,Service is unreliable during peak hours,1
10509,2020-05-23,63,Male,Islamabad,Bachelor,Unemployed,43890.0,4433.0,2.6,81.0,6-Month,0,Customer support was helpful,0
10510,2020-05-24,42,Female,Rawalpindi,Secondary,Student,20700.0,3570.0,28.4,169.0,12-Month,0,Happy with data packages,0
10511,2020-05-25,40,Female,Gujranwala,Master,Employed,49937.0,4646.0,21.3,169.0,6-Month,0,Internet speed is very slow,0
10512,2020-05-26,41,Female,Rawalpindi,Primary,Employed,36355.0,4186.0,18.3,129.0,12-Month,1,Coverage is poor in my location,0
10513,2020-05-27,46,Male,Karachi,Secondary,Self-Employed,57359.0,3388.0,10.4,104.0,Monthly,0,Customer support was helpful,0
10514,2020-05-28,69,Female,Quetta,Primary,Employed,28431.0,6174.0,35.4,195.0,12-Month,1,Service is unreliable during peak hours,0
10515,2020-05-29,29,Male,Sialkot,Bachelor,Self-Employed,39802.0,4310.0,17.9,306.0,Monthly,1,Service is unreliable during peak hours,0
10516,2020-05-30,29,Female,Karachi,Master,Unemployed,29412.0,6418.0,6.3,89.0,Monthly,2,Service is unreliable during peak hours,1
10517,2020-05-31,40,Male,Peshawar,Master,Employed,16773.0,4238.0,11.6,114.0,6-Month,4,Coverage is poor in my location,1
10518,2020-06-01,46,Male,Quetta,Bachelor,Unemployed,22253.0,8851.0,5.4,138.0,6-Month,2,Network quality is good overall,1
10519,2020-06-02,54,Male,Islamabad,Secondary,Employed,24289.0,2195.0,40.3,150.0,12-Month,0,Billing issues occurred multiple times,0
10520,2020-06-03,20,Female,Multan,Master,Self-Employed,17648.0,5236.0,17.9,251.0,6-Month,1,Coverage is poor in my location,0
10521,2020-06-04,47,Male,Quetta,Primary,Employed,117391.0,4908.0,9.6,88.0,Monthly,1,Internet speed is very slow,0
10522,2020-06-05,57,Female,Faisalabad,Bachelor,Self-Employed,10012.0,5410.0,22.9,207.0,6-Month,1,Satisfied with the service,0
10523,2020-06-06,59,Male,Faisalabad,Bachelor,Self-Employed,15606.0,4875.0,19.6,142.0,Monthly,0,Coverage is poor in my location,0
10524,2020-06-07,60,Female,Lahore,Primary,Self-Employed,31907.0,4776.0,25.8,158.0,6-Month,0,Service is unreliable during peak hours,0
10525,2020-06-08,26,Female,Multan,Secondary,Student,52682.0,5300.0,10.6,210.0,6-Month,2,Network quality is good overall,0
10526,2020-06-09,56,Male,Hyderabad,Secondary,Self-Employed,39139.0,4455.0,33.0,37.0,12-Month,3,Billing issues occurred multiple times,1
10527,2020-06-10,44,Female,Faisalabad,Bachelor,Self-Employed,29449.0,2877.0,2.6,121.0,Monthly,1,Satisfied with the service,1
10528,2020-06-11,35,Male,Islamabad,Bachelor,Employed,23673.0,2520.0,34.2,493.0,Monthly,1,Billing issues occurred multiple times,0
10529,2020-06-12,34,Male,Peshawar,Secondary,Student,56766.0,6987.0,6.3,30.0,Monthly,2,Service is unreliable during peak hours,1
10530,2020-06-13,25,Female,Faisalabad,Master,Employed,7913.0,2951.0,23.0,115.0,12-Month,4,Billing issues occurred multiple times,1
10531,2020-06-14,22,Female,Sialkot,Bachelor,Employed,67030.0,2437.0,9.8,119.0,12-Month,1,Network quality is good overall,0
10532,2020-06-15,64,Female,Hyderabad,Secondary,Unemployed,13624.0,5478.0,11.4,47.0,6-Month,0,Happy with data packages,0
10533,2020-06-16,21,Male,Gujranwala,Secondary,Student,8985.0,3109.0,17.4,101.0,6-Month,0,Billing issues occurred multiple times,0
10534,2020-06-17,66,Female,Multan,Bachelor,Unemployed,31136.0,6820.0,27.0,115.0,12-Month,2,Coverage is poor in my location,0
10535,2020-06-18,41,Female,Faisalabad,Master,Employed,18462.0,5705.0,20.7,40.0,12-Month,0,Service is unreliable during peak hours,0
10536,2020-06-19,64,Male,Karachi,Bachelor,Employed,21670.0,2086.0,53.9,150.0,12-Month,3,Frequent call drops in my area,1
10537,2020-06-20,46,Male,Sialkot,PhD,Employed,83617.0,21682.0,10.0,333.0,Monthly,0,Coverage is poor in my location,0
10538,2020-06-21,62,Female,Quetta,Primary,Unemployed,28019.0,4900.0,2.0,137.0,Monthly,1,Network quality is good overall,1
10539,2020-06-22,54,Male,Multan,Primary,Self-Employed,21478.0,6303.0,13.0,258.0,6-Month,1,Billing issues occurred multiple times,0
10540,2020-06-23,49,Female,Sialkot,Bachelor,Unemployed,11758.0,5138.0,17.3,119.0,Monthly,4,Network quality is good overall,1
10541,2020-06-24,66,Male,Sialkot,Bachelor,Retired,27825.0,3364.0,13.1,483.0,6-Month,0,Billing issues occurred multiple times,0
10542,2020-06-25,58,Male,Rawalpindi,Master,Student,22497.0,35332.0,27.2,80.0,12-Month,3,Too expensive compared to competitors,1
10543,2020-06-26,39,Female,Gujranwala,Bachelor,Retired,12913.0,5941.0,33.3,130.0,Monthly,1,Customer support was helpful,1
10544,2020-06-27,18,Female,Quetta,Primary,Student,23143.0,1852.0,10.2,224.0,Monthly,5,Happy with data packages,1
10545,2020-06-28,46,Female,Gujranwala,Primary,Student,38637.0,9450.0,34.1,225.0,12-Month,0,Billing issues occurred multiple times,0
10546,2020-06-29,25,Male,Quetta,Master,Employed,17106.0,6562.0,27.0,190.0,12-Month,1,Satisfied with the service,0
10547,2020-06-30,61,Female,Multan,Secondary,Student,26051.0,2722.0,14.4,235.0,6-Month,2,Happy with data packages,0
10548,2020-07-01,44,Male,Multan,Secondary,Employed,45348.0,5183.0,11.2,170.0,Monthly,1,Frequent call drops in my area,0
10549,2020-07-02,23,Female,Karachi,Bachelor,Retired,30608.0,2171.0,12.0,142.0,Monthly,1,Service is unreliable during peak hours,0
10550,2020-07-03,30,Male,Hyderabad,Primary,Unemployed,22719.0,8311.0,21.6,177.0,12-Month,1,Billing issues occurred multiple times,0
10551,2020-07-04,19,Male,Karachi,Bachelor,Employed,35783.0,5155.0,32.0,156.0,12-Month,0,Customer support was helpful,0
10552,2020-07-05,39,Male,Gujranwala,Master,Employed,11832.0,9350.0,21.1,125.0,Monthly,4,Internet speed is very slow,1
10553,2020-07-06,43,Male,Gujranwala,Bachelor,Retired,34172.0,7176.0,7.8,156.0,Monthly,1,Frequent call drops in my area,0
10554,2020-07-07,67,Female,Rawalpindi,Master,Student,27860.0,2444.0,23.0,75.0,Monthly,0,Customer support was helpful,0
10555,2020-07-08,43,Male,Gujranwala,Secondary,Retired,32588.0,4064.0,22.0,238.0,6-Month,2,Satisfied with the service,0
10556,2020-07-09,39,Male,Karachi,Bachelor,Retired,32794.0,5886.0,6.9,319.0,12-Month,2,Coverage is poor in my location,0
10557,2020-07-10,56,Female,Faisalabad,Bachelor,Employed,45665.0,4711.0,36.3,212.0,Monthly,3,Network quality is good overall,1
10558,2020-07-11,61,Male,Gujranwala,Master,Unemployed,30348.0,7932.0,41.5,199.0,12-Month,1,Internet speed is very slow,0
10559,2020-07-12,55,Female,Islamabad,Primary,Self-Employed,26828.0,2788.0,15.3,70.0,6-Month,1,Happy with data packages,0
10560,2020-07-13,43,Male,Karachi,Secondary,Employed,20918.0,6473.0,10.2,161.0,Monthly,1,Frequent call drops in my area,1
10561,2020-07-14,22,Female,Peshawar,Master,Student,85524.0,2759.0,53.6,98.0,6-Month,1,Service is unreliable during peak hours,0
10562,2020-07-15,47,Male,Multan,Bachelor,Employed,17748.0,4395.0,13.1,158.0,6-Month,3,Billing issues occurred multiple times,1
10563,2020-07-16,40,Male,Lahore,Primary,Self-Employed,29019.0,12953.0,8.1,100.0,Monthly,0,Coverage is poor in my location,0
10564,2020-07-17,50,Female,Peshawar,Bachelor,Employed,42925.0,885.0,9.9,37.0,Monthly,0,Frequent call drops in my area,0
10565,2020-07-18,40,Female,Faisalabad,Secondary,Self-Employed,21139.0,3218.0,19.3,419.0,12-Month,1,Billing issues occurred multiple times,0
10566,2020-07-19,52,Female,Quetta,Master,Retired,47984.0,14514.0,8.3,334.0,Monthly,1,Service is unreliable during peak hours,1
10567,2020-07-20,28,Male,Rawalpindi,Primary,Employed,14894.0,2737.0,28.3,42.0,Monthly,1,Service is unreliable during peak hours,0
10568,2020-07-21,31,Female,Faisalabad,Bachelor,Employed,15670.0,11436.0,38.2,36.0,Monthly,3,Billing issues occurred multiple times,1
10569,2020-07-22,53,Male,Peshawar,Bachelor,Employed,50790.0,3588.0,28.5,270.0,12-Month,1,Too expensive compared to competitors,0
10570,2020-07-23,51,Female,Hyderabad,Primary,Retired,31690.0,2342.0,2.6,225.0,Monthly,0,Happy with data packages,1
10571,2020-07-24,56,Female,Peshawar,Master,Retired,15871.0,4092.0,4.3,215.0,Monthly,0,Internet speed is very slow,1
10572,2020-07-25,57,Female,Hyderabad,Bachelor,Student,53771.0,3425.0,34.5,82.0,Monthly,1,Too expensive compared to competitors,0
10573,2020-07-26,66,Female,Lahore,Bachelor,Student,23899.0,3963.0,14.9,102.0,Monthly,2,Billing issues occurred multiple times,1
10574,2020-07-27,34,Male,Rawalpindi,Master,Employed,57379.0,9010.0,8.6,121.0,6-Month,1,Billing issues occurred multiple times,0
10575,2020-07-28,22,Male,Sialkot,Secondary,Employed,40867.0,5393.0,4.1,160.0,6-Month,0,Happy with data packages,0
10576,2020-07-29,41,Male,Quetta,Master,Employed,17086.0,8403.0,11.4,176.0,12-Month,0,Billing issues occurred multiple times,0
10577,2020-07-30,18,Male,Gujranwala,Primary,Employed,9216.0,8468.0,17.4,67.0,Monthly,2,Too expensive compared to competitors,1
10578,2020-07-31,36,Female,Islamabad,Secondary,Self-Employed,50625.0,20768.0,17.5,308.0,6-Month,3,Network quality is good overall,1
10579,2020-08-01,27,Female,Gujranwala,Secondary,Unemployed,54788.0,3616.0,7.2,86.0,6-Month,2,Too expensive compared to competitors,0
10580,2020-08-02,24,Female,Hyderabad,Bachelor,Employed,26474.0,8975.0,15.7,166.0,Monthly,0,Too expensive compared to competitors,0
10581,2020-08-03,35,Male,Peshawar,Secondary,Unemployed,27758.0,6442.0,5.8,320.0,12-Month,1,Network quality is good overall,0
10582,2020-08-04,20,Female,Islamabad,Secondary,Employed,15591.0,8944.0,20.8,143.0,6-Month,3,Customer support was helpful,1
10583,2020-08-05,32,Female,Sialkot,Secondary,Employed,43731.0,2044.0,15.6,183.0,Monthly,2,Frequent call drops in my area,1
10584,2020-08-06,64,Female,Lahore,Bachelor,Employed,41519.0,10858.0,14.3,261.0,Monthly,5,Happy with data packages,1
10585,2020-08-07,20,Female,Rawalpindi,Bachelor,Employed,13322.0,7934.0,33.3,38.0,6-Month,0,Frequent call drops in my area,0
10586,2020-08-08,49,Female,Karachi,Master,Self-Employed,11895.0,7836.0,13.8,219.0,6-Month,1,Too expensive compared to competitors,0
10587,2020-08-09,26,Female,Multan,Bachelor,Student,21661.0,4102.0,45.8,271.0,Monthly,1,Service is unreliable during peak hours,0
10588,2020-08-10,31,Female,Karachi,Secondary,Self-Employed,27610.0,2743.0,16.5,102.0,6-Month,2,Network quality is good overall,0
10589,2020-08-11,46,Female,Faisalabad,Master,Unemployed,20680.0,4992.0,16.0,57.0,12-Month,0,Billing issues occurred multiple times,0
10590,2020-08-12,59,Male,Gujranwala,Bachelor,Student,28216.0,2390.0,1.8,285.0,Monthly,3,Happy with data packages,1
10591,2020-08-13,44,Female,Multan,PhD,Retired,42275.0,9203.0,13.7,219.0,Monthly,1,Coverage is poor in my location,0
10592,2020-08-14,57,Male,Karachi,Bachelor,Employed,15476.0,9193.0,19.6,67.0,6-Month,0,Too expensive compared to competitors,0
10593,2020-08-15,36,Male,Quetta,Secondary,Unemployed,46295.0,3992.0,5.5,624.0,12-Month,0,Billing issues occurred multiple times,0
10594,2020-08-16,38,Female,Sialkot,PhD,Employed,11651.0,1005.0,5.7,66.0,Monthly,0,Happy with data packages,0
10595,2020-08-17,41,Male,Sialkot,Bachelor,Employed,48382.0,4968.0,6.3,111.0,12-Month,1,Too expensive compared to competitors,0
10596,2020-08-18,46,Female,Hyderabad,Bachelor,Employed,35287.0,783.0,20.1,84.0,6-Month,2,Happy with data packages,0
10597,2020-08-19,46,Male,Sialkot,Bachelor,Self-Employed,34887.0,3096.0,25.2,161.0,Monthly,1,Network quality is good overall,0
10598,2020-08-20,33,Female,Rawalpindi,Secondary,Employed,69564.0,3774.0,21.0,75.0,Monthly,1,Customer support was helpful,0
10599,2020-08-21,63,Male,Gujranwala,Secondary,Employed,12957.0,4001.0,6.1,189.0,6-Month,2,Service is unreliable during peak hours,0
10600,2020-08-22,51,Male,Peshawar,Bachelor,Employed,26833.0,3417.0,31.4,227.0,Monthly,1,Internet speed is very slow,0
10601,2020-08-23,18,Female,Faisalabad,Secondary,Employed,21691.0,11201.0,31.7,149.0,6-Month,4,Frequent call drops in my area,1
10602,2020-08-24,19,Male,Quetta,Bachelor,Employed,56218.0,5837.0,27.0,219.0,Monthly,2,Billing issues occurred multiple times,1
10603,2020-08-25,42,Male,Gujranwala,Master,Unemployed,64720.0,3056.0,28.4,133.0,12-Month,2,Happy with data packages,0
10604,2020-08-26,57,Female,Faisalabad,Primary,Self-Employed,26102.0,5888.0,4.2,104.0,12-Month,1,Coverage is poor in my location,1
10605,2020-08-27,54,Male,Multan,Bachelor,Self-Employed,27929.0,2378.0,20.3,167.0,6-Month,1,Frequent call drops in my area,0
10606,2020-08-28,60,Male,Sialkot,Bachelor,Self-Employed,47332.0,5833.0,15.1,75.0,Monthly,0,Coverage is poor in my location,0
10607,2020-08-29,65,Male,Rawalpindi,Primary,Self-Employed,18103.0,6814.0,49.0,80.0,12-Month,0,Satisfied with the service,0
10608,2020-08-30,40,Female,Islamabad,Primary,Employed,19940.0,3142.0,24.2,54.0,12-Month,0,Too expensive compared to competitors,0
10609,2020-08-31,61,Female,Peshawar,Master,Unemployed,35202.0,1600.0,13.9,377.0,6-Month,1,Customer support was helpful,0
10610,2020-09-01,19,Male,Peshawar,Bachelor,Employed,19228.0,2766.0,12.7,162.0,6-Month,2,Coverage is poor in my location,0
10611,2020-09-02,38,Female,Islamabad,Master,Employed,32062.0,2007.0,28.7,79.0,Monthly,1,Service is unreliable during peak hours,0
10612,2020-09-03,26,Female,Peshawar,Bachelor,Student,10989.0,8916.0,9.7,166.0,Monthly,0,Too expensive compared to competitors,0
10613,2020-09-04,41,Male,Lahore,Bachelor,Self-Employed,28046.0,6649.0,9.8,59.0,Monthly,2,Service is unreliable during peak hours,1
